UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
454546,14790,NULL,5092,91
454555,17374,NULL,5978,256
454573,17188,NULL,6227,345
454582,NULL,NULL,71589,328
454607,15216,NULL,11264,445
454616,25962,NULL,21451,308
454652,16754,NULL,7375,179
454689,NULL,NULL,6036,9
454698,24763,NULL,19092,748
454722,9747,NULL,9232,62
454759,20410,NULL,9667,47
454768,12845,NULL,11223,360
454777,20112,NULL,13344,325
454786,12601,NULL,17974,1580
454795,37670,NULL,10530,394
454801,20129,NULL,15081,144
454810,13604,NULL,6075,1972
454829,14492,NULL,6360,4854
454838,NULL,NULL,9253,NULL
454847,6452,NULL,5221,119
454856,NULL,NULL,19289,1065
454865,18562,NULL,18396,700
454874,14915,NULL,7827,66
454908,25102,NULL,12572,147
454917,18940,NULL,11053,559
454926,17176,NULL,11732,337
454935,9272,NULL,8379,78
454944,12842,NULL,7230,236
454953,11235,NULL,6188,59
454962,12628,NULL,10443,58
454971,16058,NULL,12718,322
454980,16804,NULL,16115,128
454999,17333,NULL,11494,214
455008,14137,NULL,10633,313
455017,13966,NULL,11617,33
455026,35343,NULL,33349,151
455053,16172,NULL,5769,66
455062,22706,NULL,8469,82
455071,NULL,NULL,15148,110
455080,14695,NULL,7523,227
455099,NULL,NULL,8639,NULL
455105,6936,NULL,7111,108
455114,NULL,5887,3335,20126
455141,18209,NULL,19552,376
455178,NULL,NULL,16887,NULL
455187,12203,NULL,19008,265
455196,24707,NULL,16149,4594
455202,NULL,NULL,10113,658
455211,16074,NULL,10343,288
455220,9628,NULL,6143,84
455239,18713,NULL,2618,52
455257,15540,NULL,7150,525
455275,20656,NULL,20705,416
455284,16169,NULL,9203,346
455327,16871,NULL,16235,61
455336,22855,NULL,13542,299
455345,27247,NULL,13656,35
455354,13307,NULL,10080,424
455381,16541,NULL,14482,246
455406,NULL,NULL,52283,NULL
455433,NULL,NULL,20331,NULL
455460,16559,NULL,7520,344
455479,23290,NULL,9645,836
455488,19194,NULL,7746,543
455512,NULL,4420,335,6614
455558,27818,NULL,28235,312
455628,23079,NULL,8681,702
455664,NULL,NULL,28643,278
455707,NULL,NULL,11238,58
455725,16169,NULL,10487,727
455734,16897,NULL,11092,392
455761,14337,NULL,12039,804
455770,18283,NULL,20188,178
455798,10561,NULL,6660,130
455804,NULL,NULL,23107,NULL
455813,NULL,NULL,10346,NULL
455831,21326,NULL,15583,294
455840,25828,NULL,16877,217
455859,14752,NULL,7910,351
455868,18337,NULL,14821,398
455877,20573,NULL,14152,204
455886,16086,NULL,12659,219
455895,16510,NULL,9588,383
455901,19327,NULL,9926,297
455910,15367,NULL,10703,64
455929,14020,NULL,9556,66
455956,4770,NULL,5851,154
455965,19503,NULL,11903,198
455974,12255,NULL,25675,200
455983,10251,NULL,4413,528
455992,NULL,NULL,17671,NULL
456001,19315,NULL,16733,156
456029,13047,NULL,9546,265
456038,21323,NULL,5637,899
456065,13175,NULL,11490,226
456074,16558,NULL,11336,254
456126,16735,NULL,10460,157
456135,14747,NULL,8848,163
456153,24252,NULL,10834,165
456180,NULL,NULL,12586,163
456205,21034,NULL,16887,1062
456214,25718,NULL,8162,488
456287,15169,NULL,11917,82
456454,23288,NULL,11381,662
456481,22895,NULL,6670,79
456490,15456,NULL,10602,214
456506,18138,NULL,7574,229
456515,19011,NULL,7793,233
456542,NULL,NULL,46794,NULL
456551,14542,NULL,12317,128
456560,NULL,9797,931,422
456579,22739,NULL,12070,1368
456588,10061,NULL,10645,55
456597,11605,NULL,7909,160
456621,NULL,NULL,12510,260
456825,14558,NULL,8447,227
456861,23867,NULL,2589,776
456922,24357,NULL,13800,344
456931,30577,NULL,14807,622
456959,NULL,16140,15012,479
456968,16537,NULL,12064,964
456977,17066,NULL,11132,191
457022,20910,NULL,12901,349
457031,11941,NULL,8602,71
457077,17478,NULL,7020,536
457086,12285,NULL,14388,234
457101,17247,NULL,12732,478
457110,27641,NULL,18671,602
457129,24476,NULL,24333,1325
457174,16452,NULL,10419,415
457192,19426,NULL,7409,143
457208,20428,NULL,12915,236
457226,NULL,NULL,4398,47
457244,26110,NULL,23225,65
457253,8421,NULL,4367,100
457271,NULL,NULL,20591,NULL
457299,17700,NULL,10172,322
457314,19178,NULL,29229,102
457323,16933,NULL,11418,528
457332,14781,NULL,6459,29
457341,13868,NULL,7683,253
457350,NULL,NULL,22434,54
457378,NULL,14243,2603,265
457387,NULL,-145,2719,467
457396,14622,NULL,10550,160
457402,7490,NULL,8600,84
457411,23901,NULL,16945,493
457420,14210,NULL,8805,235
457439,15470,NULL,9293,133
457448,13069,NULL,7310,238
457466,11746,NULL,2054,70
457475,25404,NULL,13140,135
457484,14978,NULL,10287,147
457493,11738,NULL,4807,48
457527,NULL,NULL,26464,457
457536,15917,NULL,19124,734
457545,17068,NULL,11042,181
457554,9989,NULL,17675,46
457563,20654,NULL,10493,337
457572,13061,NULL,9291,163
457581,13261,NULL,9716,304
457606,13810,NULL,4525,103
457615,NULL,NULL,10461,52
457624,NULL,27635,11153,36
457633,16954,NULL,9184,231
457642,10951,NULL,7823,96
457651,24345,NULL,10415,118
457679,6188,NULL,3927,24
457688,20567,NULL,7303,1294
457697,4124,NULL,6115,156
457703,21964,NULL,6467,53
457721,10190,NULL,1804,49
457749,8944,NULL,6668,145
457767,17064,NULL,12099,329
457776,18668,NULL,9357,263
457785,10248,NULL,13153,114
457794,9120,NULL,7065,177
457800,15925,NULL,6548,2392
457819,NULL,NULL,50109,854
457837,11293,NULL,14725,233
457846,26625,NULL,7247,93
457855,18672,NULL,13342,128
457864,13808,NULL,7406,113
457873,NULL,NULL,11409,408
457891,11351,NULL,5684,55
457916,9564,NULL,8014,98
457925,28935,NULL,8777,24
457943,NULL,10382,1713,92
457952,13829,NULL,13296,241
457989,NULL,9523,5519,44
457998,18050,NULL,4710,87
458007,8832,NULL,11761,109
458016,20957,NULL,2991,176
458034,29086,NULL,8430,94
458043,22031,NULL,11194,149
458052,4411,NULL,5552,63
458061,4517,NULL,2901,81
458070,19064,NULL,9213,537
458098,12782,NULL,8412,162
458104,10270,NULL,5530,152
458113,NULL,NULL,6619,52
458122,13930,NULL,7119,52
458131,15480,NULL,10791,192
458140,24882,NULL,9060,69
458168,13537,NULL,12183,116
458210,42206,NULL,25773,3072
458229,39865,NULL,31033,1924
458265,23970,NULL,9920,798
458274,15192,NULL,12698,294
458380,27485,NULL,26744,331
458405,22627,NULL,13021,1504
458423,NULL,NULL,10711,154
458441,20989,NULL,13456,1272
458478,14494,NULL,8527,376
458496,22200,NULL,6581,486
458502,15107,NULL,15552,1114
458681,20993,NULL,11125,493
458803,12585,NULL,8490,198
458812,14346,NULL,9218,144
458821,13408,NULL,8801,103
458830,15486,NULL,10062,219
458849,15655,NULL,9926,103
458858,15519,NULL,9131,373
458867,14807,NULL,10008,426
458885,NULL,NULL,13236,371
458919,23501,NULL,12298,9250
458955,NULL,NULL,11708,514
458964,25906,NULL,12460,3322
458973,22349,NULL,12385,2914
458982,21083,NULL,7867,1013
459000,13489,NULL,8954,130
459019,14798,NULL,9398,143
459037,14383,NULL,9871,141
459046,14698,NULL,10015,140
459055,15839,NULL,10074,139
459064,14569,NULL,10021,213
459082,NULL,NULL,43944,NULL
459107,15885,NULL,21365,464
459116,14507,NULL,6733,173
459125,12852,NULL,13282,18
459161,NULL,NULL,10695,231
459170,7977,NULL,5350,401
459189,7542,NULL,6925,165
459198,11438,NULL,8788,403
459204,49493,NULL,21824,5007
459213,26709,NULL,13896,2250
459231,24622,NULL,11509,290
459259,20933,NULL,12436,734
459268,19211,NULL,5931,692
459277,17289,NULL,9912,586
459286,28708,NULL,7752,308
459295,12421,NULL,8065,139
459301,14062,NULL,9904,158
459310,5614,NULL,5513,134
459329,NULL,5423,624,470
459347,16091,NULL,7810,82
459374,16973,NULL,11373,167
459392,10843,NULL,9593,211
459408,NULL,12445,7007,61
459417,23330,NULL,13752,154
459426,15053,NULL,12510,166
459462,33326,NULL,6875,627
459499,16616,NULL,14032,48
459514,22593,NULL,5897,272
459523,7474,NULL,3600,103
459532,14421,NULL,12664,128
459541,9301,NULL,7075,33
459550,13003,NULL,11204,175
459578,12886,NULL,8152,136
459727,18774,NULL,8805,740
459736,NULL,NULL,36408,NULL
459745,NULL,NULL,29984,NULL
459824,NULL,NULL,32094,69
459842,20495,NULL,12658,534
459851,17369,NULL,13721,463
459949,NULL,13036,7151,6362
459958,21025,NULL,8480,577
459967,17376,NULL,13409,889
459985,25218,NULL,13281,827
459994,23962,NULL,12391,10347
460011,13497,NULL,9476,256
460020,20061,NULL,9182,574
460075,NULL,NULL,12126,13
460093,16416,NULL,8615,175
460109,18497,NULL,7619,277
460118,17363,NULL,7429,275
460127,17592,NULL,8455,200
460136,20934,NULL,7555,1709
460145,23685,NULL,10233,364
460172,26901,NULL,14556,903
460181,23477,NULL,15635,1228
460190,23754,NULL,15561,763
460206,23621,NULL,15523,1173
460349,18779,NULL,7220,1169
460376,16983,NULL,26078,81
460385,28063,NULL,17797,62
460394,NULL,5460,689,15462
460446,20554,NULL,11759,226
460455,19038,NULL,9458,128
460464,NULL,4848,689,15149
460482,27274,NULL,25931,369
460516,16336,NULL,6124,162
460525,23566,NULL,9677,164
460534,18148,NULL,6122,415
460543,19786,NULL,14241,1613
460552,17101,NULL,11215,134
460570,32170,NULL,21952,229
460598,23470,NULL,16916,1066
460640,18602,NULL,9658,77
460677,6683,NULL,8291,610
460701,16396,NULL,6638,207
460738,NULL,NULL,9534,1686
460756,26485,NULL,15080,815
460765,12126,NULL,10551,70
460783,16530,NULL,11437,473
460808,NULL,10592,9249,38
460817,23032,NULL,15752,1046
460826,23074,NULL,13314,990
460835,23317,NULL,7018,3205
460862,14846,NULL,9107,356
460871,39475,NULL,24262,664
460899,27476,NULL,11115,394
460914,16595,NULL,14804,268
460932,15318,NULL,8840,113
460969,26669,NULL,9967,376
460978,15088,NULL,9506,330
460987,10625,NULL,7916,180
460996,12227,NULL,8503,197
461005,15167,NULL,26047,576
461014,18151,NULL,12510,2211
461023,15404,NULL,9311,1073
461032,20163,NULL,5718,257
461111,8797,NULL,4649,65
461120,NULL,NULL,8089,NULL
461139,NULL,NULL,8645,NULL
461148,30520,NULL,26392,1896
461175,NULL,NULL,3298,353
461193,17441,NULL,11760,302
461218,18727,NULL,18049,384
461245,NULL,NULL,2740,252
461254,11305,NULL,12222,41
461263,19346,NULL,10247,112
461272,15207,NULL,8352,116
461281,NULL,NULL,6986,497
461290,24861,NULL,20139,86
461306,NULL,6,2560,266
461315,NULL,9854,1858,147
461324,NULL,NULL,10600,915
461333,NULL,NULL,137888,22
461342,16044,NULL,11103,140
461351,15551,NULL,14396,1404
461379,17637,NULL,10775,62
461388,10596,NULL,3332,71
461412,NULL,NULL,12888,264
461421,14462,NULL,11533,312
461430,NULL,NULL,16049,811
461485,NULL,NULL,7340,NULL
461494,13655,NULL,8371,312
461500,NULL,NULL,8174,34
461528,13543,NULL,5573,154
461537,8578,NULL,12724,25
461546,23874,NULL,24270,44
461555,15151,NULL,7515,157
461573,14222,NULL,4479,132
461582,13851,NULL,8698,201
461591,18621,NULL,9529,191
461607,14995,NULL,10288,165
461625,3475,NULL,2378,63
461643,NULL,NULL,9579,42
461652,13073,NULL,8348,83
461689,21223,NULL,5489,509
461704,16003,NULL,5402,203
461713,12775,NULL,18821,59
461722,15035,NULL,9559,78
461740,10363,NULL,5466,38
461759,5717,NULL,6462,249
461768,11172,NULL,14408,265
461786,11840,NULL,9140,29
461795,12299,NULL,8555,424
461801,22755,NULL,9843,122
461810,7286,NULL,9569,34
461829,18149,NULL,9403,378
461838,17683,NULL,12244,217
461856,24148,NULL,6985,651
461865,NULL,NULL,5414,295
461874,17253,NULL,12771,79
461883,NULL,NULL,13578,119
461892,18100,NULL,11659,317
461908,13701,NULL,6327,150
461917,13521,NULL,9551,227
461926,8618,NULL,8407,185
461944,11774,NULL,2792,80
461953,16405,NULL,9545,149
461962,18152,NULL,24471,547
461999,16458,NULL,8499,102
462008,14970,NULL,10146,450
462017,14285,NULL,8331,149
462035,12495,NULL,31547,591
462044,NULL,NULL,24545,NULL
462053,16359,NULL,3730,195
462062,10413,NULL,11801,146
462071,15123,NULL,5668,248
462309,28511,NULL,7451,119
462318,20255,NULL,16535,102
462327,19072,NULL,12608,57
462336,17316,NULL,12740,155
462345,14330,NULL,9076,143
462354,24823,NULL,13927,307
463056,NULL,8146,5886,1542
464226,26921,NULL,13803,509
465812,26966,NULL,7908,15508
466152,NULL,NULL,208104,33
466161,NULL,NULL,26327,147
466189,16384,NULL,88843,72
466921,28189,NULL,24909,714
466930,36382,NULL,24395,1011
467094,17287,NULL,9613,434
467368,18175,NULL,14903,306
467863,11111,NULL,9393,314
467872,12043,NULL,9843,281
467906,14284,NULL,8778,220
468024,NULL,NULL,14499,402
468246,15096,NULL,8722,346
468255,16211,NULL,5880,67
468705,18725,NULL,4426,50
468769,6854,NULL,15952,189
468848,26501,NULL,8605,575
468893,16858,NULL,9093,264
468909,24948,NULL,8978,944
468963,14159,NULL,16752,670
469124,23095,NULL,11126,527
469133,23612,NULL,8736,430
469142,24071,NULL,9256,557
469151,23143,NULL,10931,203
469160,23550,NULL,7951,268
469416,4973,NULL,4188,627
469586,21345,NULL,9562,135
469610,19631,NULL,21959,172
469629,28745,NULL,11708,257
469638,21022,NULL,11309,485
469911,19993,NULL,15718,429
469920,20702,NULL,14943,396
469957,18150,NULL,19406,269
470038,27064,NULL,9952,1087
470047,12155,NULL,11195,62
470296,7968,NULL,7652,30
470393,15127,NULL,10637,154
474863,20885,NULL,12616,3073
474890,26289,NULL,11867,801
474906,27463,NULL,16682,147
474915,12198,NULL,6949,563
474924,11813,NULL,7446,266
474997,18112,NULL,8281,569
475015,15772,NULL,9175,214
475024,17159,NULL,8382,411
475033,NULL,NULL,12824,192
475060,22204,NULL,14048,855
475097,42226,NULL,54127,215
475121,22256,NULL,8361,6489
475130,21829,NULL,11136,244
475200,NULL,NULL,16429,360
475228,NULL,NULL,17103,NULL
475273,NULL,NULL,10855,1077
475282,21942,NULL,6224,171
475325,21839,NULL,8782,506
475398,NULL,NULL,10998,137
475404,14059,NULL,12786,183
475413,11859,NULL,5236,79
475422,14789,NULL,8307,146
475431,10795,NULL,7691,194
475459,20317,NULL,10185,883
475468,19229,NULL,12768,185
475477,16934,NULL,17818,427
475486,15614,NULL,9321,447
475495,NULL,NULL,22726,NULL
475510,NULL,NULL,57780,NULL
475538,18475,NULL,9410,29
475547,21887,NULL,10861,194
475556,11896,NULL,8885,228
475565,NULL,5582,923,1171
475574,12809,NULL,9526,110
475608,16479,NULL,10412,220
475635,NULL,NULL,40453,26
475653,10026,NULL,6563,43
475662,19194,NULL,12043,191
475699,10987,NULL,21553,146
475705,17563,NULL,19119,20
475714,NULL,NULL,7655,769
475723,NULL,15374,2310,458
475732,NULL,NULL,24415,1343
475741,26535,NULL,24173,291
475750,27909,NULL,20407,153
475839,9996,NULL,19657,245
476063,22403,NULL,11959,336
476179,15122,NULL,10105,243
476230,19804,NULL,8134,90
476294,13470,NULL,10538,232
476346,23784,NULL,8701,430
476355,NULL,NULL,20007,150
476489,14009,NULL,4607,197
476498,17983,NULL,6211,278
476513,7486,NULL,9422,95
476540,9396,NULL,3066,191
476559,10647,NULL,4624,193
476568,12306,NULL,11031,28
476586,21392,NULL,14948,189
476595,27641,NULL,10120,122
476601,11150,NULL,22475,77
476610,12666,NULL,6058,109
476629,15705,NULL,8885,137
476674,6137,NULL,8068,64
476683,20210,NULL,18348,434
476692,8821,NULL,7925,27
476708,19802,NULL,9130,215
476717,1466,NULL,10344,631
476726,20176,NULL,11420,863
476735,24620,NULL,6423,79
476753,14233,NULL,7076,235
476771,19252,NULL,3536,45
476780,4593,NULL,1782,336
476799,23805,NULL,13759,267
476805,9603,NULL,6278,62
476814,NULL,NULL,14171,487
476823,13914,NULL,10140,117
476841,16561,NULL,8986,299
476850,13266,NULL,8599,101
476869,17537,NULL,12646,203
476878,10065,NULL,13002,131
476887,30872,NULL,10606,399
476896,17144,NULL,6736,145
476902,15178,NULL,9082,75
476911,31925,NULL,8953,225
476939,25414,NULL,16400,712
476948,17373,NULL,13248,970
476957,7112,NULL,8371,25
476966,26360,NULL,6770,431
476975,NULL,NULL,10400,12923
476984,13195,NULL,8354,280
476993,13705,NULL,10165,297
477002,10879,NULL,5468,76
477039,NULL,NULL,21565,1005
477950,25102,NULL,14067,152
477996,NULL,NULL,80539,32
478014,14767,NULL,455440,18
478582,15105,NULL,10762,164
478591,15149,NULL,9056,248
478616,15013,NULL,10352,144
478634,25730,NULL,12369,514
478661,14919,NULL,17631,239
478917,9899,NULL,5371,81
478953,18179,NULL,11108,267
479053,21969,NULL,14178,183
479062,20857,NULL,10341,28
479248,10336,NULL,9306,297
479424,23932,NULL,18061,537
479956,NULL,22892,5311,11643
479965,16461,NULL,3187,253
479974,17161,NULL,4320,128
479983,19799,NULL,7169,130
479992,NULL,NULL,20895,79
480000,13571,NULL,8056,95
480019,13465,NULL,10915,844
480028,25907,NULL,4607,207
480037,32471,NULL,15020,2717
480064,NULL,20624,9138,629
480073,23828,NULL,10887,593
480082,NULL,NULL,12793,451
480091,13796,NULL,11598,10634
480125,22577,NULL,10189,463
480134,NULL,NULL,10524,495
480161,12250,NULL,5910,20
480170,15546,NULL,12843,141
480189,18296,NULL,15634,848
480198,17776,NULL,10484,734
480204,24102,NULL,16949,739
480310,14396,NULL,11401,210
480347,15068,NULL,9727,116
480471,27472,NULL,9242,902
480499,NULL,NULL,4505,22
480523,20008,NULL,7234,154
480532,19101,NULL,7424,167
480550,19163,NULL,7563,188
480569,NULL,NULL,7146,2942
480657,18895,NULL,20008,753
480693,10179,NULL,13954,196
480727,13462,NULL,13250,55
480736,17274,NULL,3384,123
480781,11072,NULL,10238,97
480790,NULL,NULL,40830,NULL
480824,27822,NULL,17008,74
480833,23995,NULL,5970,818
480842,11516,NULL,5780,35
480851,16883,NULL,10323,180
480879,9817,NULL,5329,83
480888,30393,NULL,21573,675
480903,15312,NULL,8510,894
480912,NULL,NULL,3543,19
480921,18899,NULL,8321,96
480930,13798,NULL,8974,210
480967,NULL,14559,175,299
480976,18082,NULL,8963,77
480985,22209,NULL,4802,327
480994,9857,NULL,6651,91
481003,12649,NULL,15151,303
481021,NULL,6894,35865,51
481030,NULL,NULL,22553,NULL
481049,NULL,15677,6068,43
481058,15036,NULL,7633,120
481085,NULL,NULL,8642,354
481094,NULL,NULL,25721,NULL
481100,4837,NULL,9516,128
481128,7928,NULL,6878,276
481137,19839,NULL,33216,65
481146,18684,NULL,14094,106
481155,17502,NULL,6616,439
481182,NULL,12771,1960,40
481191,NULL,5704,3008,338
481207,23612,NULL,6855,103
481225,NULL,NULL,3763,22
481243,34433,NULL,12244,274
481252,14466,NULL,15672,122
481289,17972,NULL,11982,156
481298,10910,NULL,4124,86
481313,17010,NULL,5127,175
481331,10856,NULL,3935,161
481340,NULL,NULL,10019,85
481368,6469,NULL,12129,83
481386,31789,NULL,17711,305
481395,16054,NULL,12109,49
481401,NULL,NULL,1917,228
481410,11804,NULL,9627,84
481429,31278,NULL,13215,267
481438,11533,NULL,11502,82
481447,13579,NULL,12615,77
481456,14969,NULL,22552,15
481465,14437,NULL,7673,109
481474,20489,NULL,10762,171
481483,13517,NULL,23683,330
481508,20940,NULL,11353,166
481517,11108,NULL,9117,137
481526,17625,NULL,13183,192
481535,NULL,NULL,NULL,NULL
481544,NULL,NULL,7000,60
481571,15644,NULL,4230,5
481678,15079,NULL,10342,135
481720,NULL,NULL,13793,434
481739,15048,NULL,9617,116
481748,14633,NULL,9970,224
481845,13347,NULL,10827,115
481863,19310,NULL,8258,176
481890,18724,NULL,8270,126
481906,19819,NULL,8250,232
481942,24208,NULL,10245,412
481960,14412,NULL,14310,223
482015,26759,NULL,16960,1033
482060,17535,NULL,6885,460
482097,21556,NULL,13466,587
482103,12145,NULL,8855,118
482149,NULL,13438,11830,6043
482158,NULL,9794,3858,8984
482167,11042,NULL,10010,172
482176,17500,NULL,7452,314
482185,26266,NULL,17801,143
482194,19185,NULL,15647,102
482200,12598,NULL,7844,118
482228,12694,NULL,6125,240
482246,13959,NULL,19461,46
482255,21985,NULL,14790,552
482291,28224,NULL,9920,1419
482325,18065,NULL,358335,29
482334,NULL,NULL,NULL,NULL
482343,NULL,NULL,239662,16
482370,NULL,NULL,NULL,2
482413,27145,NULL,20996,1502
482422,30562,NULL,24367,737
482431,25983,NULL,21547,3833
482440,NULL,NULL,30299,328
482459,26135,NULL,19985,1084
482468,26800,NULL,20739,1480
482477,27656,NULL,9228,20927
482486,NULL,NULL,16796,96
482538,24172,NULL,33380,217
482547,30312,NULL,30814,168
482556,19750,NULL,35580,711
482565,NULL,NULL,54083,179
482574,24209,NULL,26634,1400
482608,32486,NULL,34109,466
482617,NULL,NULL,42251,95
482635,30179,NULL,29304,898
482653,33432,NULL,34653,354
482680,NULL,9994,4850,21552
482699,NULL,9036,1650,3326
482705,NULL,NULL,11993,4995
482936,NULL,14656,1454,1498
482963,15835,NULL,10552,559
482972,NULL,NULL,9968,179
482981,12088,NULL,7159,281
482990,29284,NULL,12855,1098
483009,21318,NULL,3588,254
483018,17420,NULL,4462,147
483036,NULL,NULL,5882,2493
483045,NULL,2427,2034,11959
483054,16972,NULL,13738,105
483106,27320,NULL,12326,217
483124,NULL,14094,3050,37822
483212,NULL,10407,2051,5292
483230,31914,NULL,35370,292
483258,11349,NULL,7521,73
483276,11345,NULL,5983,81
483328,14189,NULL,12390,215
483337,12578,NULL,8205,261
483346,12447,NULL,8681,56
483355,21113,NULL,7418,323
483364,16948,NULL,10333,225
483373,31913,NULL,15026,116
483382,11165,NULL,11615,320
483425,14140,NULL,9200,69
483443,17385,NULL,14518,824
483470,19694,NULL,6353,133
483504,25955,NULL,18251,888
483513,12870,NULL,4608,120
483559,14856,NULL,5845,105
483577,NULL,NULL,5796,52
483595,NULL,NULL,6221,NULL
483610,12588,NULL,5398,102
483638,NULL,NULL,3672,185
483647,23765,NULL,481,79
483665,20739,NULL,6964,59
483708,NULL,NULL,11024,596
483717,9301,NULL,5237,56
483726,9884,NULL,9723,57
483735,15912,NULL,15265,55
483744,11504,NULL,7182,90
483753,19199,NULL,12702,55
483780,20585,NULL,7411,148
483799,28068,NULL,11912,74
483814,22375,NULL,14431,458
483823,19035,NULL,8900,776
483841,14270,NULL,2935,256
483850,17743,NULL,14171,26
483869,21035,NULL,11780,141
483878,22886,NULL,22787,258
483887,14314,NULL,12393,68
483896,NULL,NULL,6842,243
483911,12455,NULL,9620,30
483920,13656,NULL,9379,180
483939,9749,NULL,3731,34
483948,17738,NULL,8016,68
483957,12238,NULL,3543,66
483975,NULL,NULL,45106,NULL
484002,26989,NULL,12561,882
484011,14925,NULL,11782,225
484020,9988,NULL,6502,55
484039,16903,NULL,7900,162
484048,14252,NULL,19703,31
484057,NULL,NULL,6123,469
484066,17345,NULL,8744,641
484075,12023,NULL,5176,58
484084,13868,NULL,5061,114
484093,20197,NULL,5657,120
484109,11477,NULL,9589,130
484118,20777,NULL,10400,80
484127,15376,NULL,13270,148
484136,7499,NULL,3924,53
484154,13468,NULL,5838,76
484163,13429,NULL,12348,261
484172,16945,NULL,13175,110
484190,10883,NULL,9867,36
484206,15264,NULL,8415,229
484233,NULL,NULL,3241,385
484303,NULL,NULL,NULL,57
484321,14405,NULL,16778,110
484330,16936,NULL,8055,112
484349,18389,NULL,7892,194
484358,19485,NULL,7990,235
484367,27000,NULL,9848,313
484376,25752,NULL,10818,548
484385,25402,NULL,18377,375
484394,15359,NULL,6138,247
484473,NULL,8390,457,3668
484604,16463,NULL,10699,673
484613,15123,NULL,13255,120549
484631,16295,NULL,11191,9643
484640,NULL,NULL,8147,241
484668,NULL,NULL,7648,638
484677,NULL,NULL,7605,443
484686,NULL,NULL,3897,61
484695,NULL,NULL,6112,149
484710,14777,NULL,9092,531
484729,NULL,NULL,8920,139
484747,NULL,NULL,4635,213
484756,15830,NULL,8347,1503
484765,NULL,NULL,9888,208
484783,NULL,NULL,7952,154
484826,10693,NULL,10867,126
484835,8128,NULL,4583,395
484862,NULL,NULL,38039,2
484871,4774,NULL,8393,116
484899,14850,NULL,6274,263
484905,NULL,7400,7012,3191
484923,9760,NULL,13209,164
484932,NULL,8181,3033,2362
484950,16526,NULL,8603,206
484996,4982,NULL,8252,138
485014,14158,NULL,10777,127
485032,15255,NULL,9170,246
485111,NULL,8976,3370,16317
485120,NULL,NULL,4029,102
485139,25319,NULL,17272,438
485166,18650,NULL,10619,204
485236,11061,NULL,6074,49
485263,28075,NULL,13397,1238
485272,25996,NULL,16138,1085
485290,NULL,NULL,15213,NULL
485306,13262,NULL,13282,32
485342,NULL,2805,1355,341
485360,45640,NULL,19459,53
485379,20777,NULL,9430,340
485388,22144,NULL,8843,459
485397,17223,NULL,10378,189
485403,NULL,NULL,20728,NULL
485412,9710,NULL,7530,96
485458,NULL,2276,2957,4750
485476,16281,NULL,8792,104
485485,23697,NULL,4335,231
485494,10055,NULL,13395,90
485500,15241,NULL,22070,105
485519,NULL,NULL,6730,715
485528,12409,NULL,23165,48
485537,NULL,NULL,5718,NULL
485546,11062,NULL,9732,249
485564,NULL,NULL,11473,278
485573,23206,NULL,10748,146
485582,14288,NULL,12332,213
485591,13152,NULL,5455,33
485607,12492,NULL,12159,66
485704,13100,NULL,12452,34
485731,15837,NULL,14235,17
485768,13493,NULL,33608,211
485801,12540,NULL,12565,205
485810,15082,NULL,15586,41
485856,31337,NULL,30244,36
485874,15089,NULL,11723,201
485926,NULL,NULL,5175,174
485953,32629,NULL,14911,65
485962,NULL,NULL,5574,33
485999,3956,NULL,5443,139
486017,9715,NULL,29960,43
486026,10385,NULL,9340,117
486080,NULL,NULL,0,NULL
486099,16703,NULL,7961,77
486105,4780,NULL,6390,10
486123,25117,NULL,27826,21
486141,30104,NULL,15000,21
486150,NULL,NULL,2082,93
486169,20954,NULL,11208,127
486196,9198,NULL,3713,199
486202,NULL,1393,424,43
486239,10075,NULL,15957,273
486248,16653,NULL,7478,155
486257,10789,NULL,6926,343
486284,19679,NULL,4135,331
486309,13261,NULL,12254,34
486327,12773,NULL,3740,27
486345,22370,NULL,21188,267
486354,NULL,NULL,21878,85
486372,19592,NULL,25476,52
486381,35783,NULL,13607,101
486390,14874,NULL,11326,327
486406,NULL,9888,4242,30
486415,33161,NULL,17566,224
486424,16974,NULL,31714,48
486433,NULL,NULL,25739,NULL
486442,13292,NULL,6853,92
486460,NULL,NULL,17838,NULL
486488,18910,NULL,36182,65
486497,10810,NULL,4405,97
486503,5834,NULL,7297,87
486512,22382,NULL,6438,126
486521,14825,NULL,8126,8
486530,18768,NULL,11374,233
486558,22680,NULL,13249,401
486567,10801,NULL,8664,294
486576,6543,NULL,10995,477
486594,11135,NULL,8311,76
486619,8357,NULL,6334,95
486691,14454,NULL,9638,176
486707,19721,NULL,7792,305
486716,19727,NULL,8130,133
486734,14486,NULL,16575,219
486752,18802,NULL,7971,167
486770,20561,NULL,6645,375
486798,27155,NULL,14649,2000
486813,19862,NULL,4317,890
486822,21551,NULL,5536,1197
486840,NULL,17688,6413,37610
486859,19579,NULL,4882,79
486868,12969,NULL,12334,29
486877,NULL,8559,7813,13
486886,NULL,NULL,NULL,NULL
486901,20632,NULL,13659,918
486938,36915,NULL,24824,404
486947,NULL,NULL,25164,390
486956,23578,NULL,25141,701
486965,38822,NULL,22183,209
486983,11106,NULL,6775,96
487010,NULL,NULL,25422,375
487047,22708,NULL,15464,348
487065,17562,NULL,8844,72
487083,9724,NULL,2874,58
487092,30379,NULL,25265,1002
487153,NULL,NULL,21748,NULL
